post,label,source,dialect
لبس الكمام في إلتزام لكن نسبة كبيرة لابسين الكمام مع كشف الخشم و الفم .. يعني اصبح الكمام اكسسوار بس,normal,Data_World,slang
من اول الازمة وكان عدد اللي مايلبسون قليل جدا جدا جدا مقارنة باللي يلبسون ، الوعي وحس المسؤولية عالي عند الناس الحمدلله,normal,Data_World,slang
مجلس الوزراء | الالتزام بعدم تواجد أكثر من شخصين في المركبة ويسمح بتواجد 3 أشخاص بحد أقصى في حال • الانتقال في مركبات الأجرة والليموزين • الانتقال في المركبات الخاصة عند قيادتها من قبل المستخدم ويستثنى من ذلك مركبات الإسعاف ومركبات وزارة الصحة والجهات الأمنية والعسكرية,normal,Data_World,slang
هذي القوانين بدال الحظر يعني يبون الناس تقعد في بيوتهم بس بدون حظر منعوكم تركبون السيارات وسكروا كل شيء ليش معترضين اشوف الموضوع عادي,normal,Data_World,slang
قرار مجلس الوزراء : تكون ممارسة الرياضة في المناطق القريبة لمنطقة السكن، مع مراعاة تجنب التجمعات أثناء ممارسة الرياضة واتخاذ الإجراءات الاحترازية اللازمة من ارتداء الكمامات وترك المسافة الآمنة .,normal,Data_World,slang
شلون الواحد يسوي رياضة وهو لابس كمام مايصير,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
ما شاء الله تبارك الله عدد المتعافين ٧٣٥ . اللهم اشف مرضانا و مرضى المسلمين وبشرنا بتعافي جميع الحالات بإذن الله 🤲🏻 ادعوكم للاطلاع على ثريد تقرير بلومبيرغ عن قطر في صفحتي  Flag of Qatar,normal,Data_World,slang
قريبا حالات الشفاء اكثر من الاصابات، شغل جبار😍,normal,Data_World,slang
الحمدلله المؤشر جيد ، المتعافين في ازدياد والله يعطيكم العافيه,normal,Data_World,slang
الحمدلله زيادة عدد المتعافين هذا كله بفضل ربي ثم بفضل الكوادر الطبية عساهم ع القوة,normal,Data_World,slang
حمدالله حالات الشفاء تبشر بالخير,normal,Data_World,slang
الحمد لله حمدكثيرا هانت وماضاقت الا تفرج الف شكر لابطال وزراة الصحه للكادر الطبي والعاملين في المحاجر يحتاج لهم تكريم بعد هذي الازمه واتمنى من ادارة الازمات اعادة استراتيجيتها في ادارة الازمات او ان لاتتدخل من البدايه وشكرا,normal,Data_World,slang
زيادة عدد المتعافين شي يبشر بالخير .. اللهم ارفع البلاء عنا,normal,Data_World,slang
"رقم قياسي في عدد حالات المتعافين 👏🏻

شكرا لجميع الطواقم الطبيه على هذا المجهود
",normal,Data_World,slang
الله يحفظنا ويبارك في جهود المتصدين لهذا الوباء من الصحة حبذا ذكر سكن ومقر عمل المصابين يوميا لاتخاذ الحطية الحذر من السكان وبذلك تقل الاصابات ذكر ارقام مبهمة لا يؤدي للسيطرة على الوباء,normal,Data_World,slang
ما شاء الله عدد المتعافين كبير ولله الحمد ، وعدد الحالات الحرجة قليل مقارنة بعدد المصابين ، والأهم من هذا كله بدون حالة وفاة ، اللهم ارفع عنا هذا البلاء وعن سائر بلاد المسلمين واشفي مرضانا وجميع مرضى المسلمين.,normal,Data_World,slang
الحمدلله لا وفيات وشكرا لجهود الصحه. وازمة وتعدى.,normal,Data_World,slang
ماشاء الله، زيادة في عدد المتعافين، نسأل رب العالمين شفاء جميع الحالات عاجلا غير آجل.,normal,Data_World,slang
عدد المتعافين يبشر بالخير والحمدلله رب العالمين,normal,Data_World,slang
نقص عدد مرضى العناية المركزة تقريبا ١٥ مريض خرج من العناية اللهم لك وعقبال تشافي الجميع,normal,Data_World,slang
الحمدالله على كل حال ونسأل الله السلامه للجميع ونقول لوزارة الصحه وجميع كوادرها بيض الله وجيهكم وجزاكم الله خير عن الشعب القطري فأنتم الواجه الاماميه في هذه الجائحة ونسأل الله تعالى أن تزول هذه الجائحة .,normal,Data_World,slang
شكرًا لكم وزارة الصحة 🌹,normal,Data_World,slang
يارب يسر ولا تعسر اللهم ارفع الوباء واحفظ كل من على ارض قطر وجميع المسلمين اللهم ردنا إليك ردا جميلا,normal,Data_World,slang
اكثروا الدعاء في هذي الليلة المباركة ،، اللهم أشفى مرضانا ومرضى المسلمين وضعف الفيروس في الجسم يارب العالمين,normal,Data_World,slang
"الحمد لله وحده ثم للطاقم الطبي الجيش الابيض...بما انه صفر وفاة وحالات الشفاء بتزايد وبوتيرة عالية اذا نفهم انه الوباء متجه ان شاء الله نحو الانحسار ...تفائلوا بالخير دائما
",normal,Data_World,slang
الحمد لله ربي يشفي كل المرضى اليوم اكبر عدد من المتعافين,normal,Data_World,slang
الحمد لله عدد التعافي كثير ما شاء الله ربنا يبارك في الطواقم الطبية,normal,Data_World,slang
الحمدلله عدد التعافي مؤشر كويس,normal,Data_World,slang
ماشاء الله ٧٣٥ متعافون ولله الحمد وللجهات المعنية الشكر والتقدير,normal,Data_World,slang
حمدالله حالات الشفاء تبشر بالخير,normal,Data_World,slang
قرار بإغلاق كافة الأنشطة التجارية والخدمية خلال عطلة عيد الفطر باستثناء قطاعات وأنشطة محددة #قطر #سلامتك_هي_سلامتي,normal,Data_World,slang
عند تطبيق الحجر المنزلي بالشكل الصحيح يمكنك حماية مجتمعك من انتشار فيروس كورونا (كوفيد-19)، كن مسؤولاً واتبع الإرشادات التي أوصت بها وزارة الصحة العامة. #سلامتك_هي_سلامتي,normal,Data_World,slang
بارك الله بكم دولة محترمة و منظمة في ادارة الازمات كل الاحترام و التحية لكل من يعمل على حماية المواطنين و المقيمين في دولة قطر...شكراً لكم,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
الحمدلله حالات الشفاء يرتفع يوميا ، مؤشر ممتاز والله يشفي كل مريض ويرحم كل ميت,normal,Data_World,slang
الشكر والحمد لله وحده. ونسأل الله الرحمه والمغفره للمتوفي. والشفاء للمصابين. شكراً لاطبائنا وعمالنا وممرضينا. شكراً,normal,Data_World,slang
966 عدد المتعافيين ما شاء الله باقي شوي ويتعادل رقم المتعافيين والمصابين اذا تعادل عدد الإصابات مع المتعافيين او اذا زاد عدد المتعافيين وبتكون بدت نهايه الفيروس,normal,Data_World,slang
اللهم لك الحمد نسبه الشفاء تبشر بالخير,normal,Data_World,slang
اعداد المتعافين مفرح ومبشر ، الله يعطيكم الف عافيه لكل الكوادر الطبيه❤,normal,Data_World,slang
ماشاء لله اعداد المتعافين بتبشر بالخير .,normal,Data_World,slang
عدد المتعافين 966 👏,normal,Data_World,slang
ان شاء الله كلهم يتعافوا و الله يرحم الي توفى .. الحمدلله عدد المصابين شبه مستقر يعني في امل فترة العيد ان عدد يبداء يقل تدريجيا,normal,Data_World,slang
لف حمد وشكر لله .. ٩٦٦ حالة شفاء .. بشروا ولا تنفروا#شدة_وبتزول,normal,Data_World,slang
الحمدلله اعداد المتشافين بازدياد .. شكراً لجهودكم وزارة الصحة والكادر الطبي👏,normal,Data_World,slang
الله المستعان وجزاكم الله خيرا على الجهد الكبير الي بتقدموة للناس,normal,Data_World,slang
#عيدنا_في_البيت كما تحملنا كل الاشهر السابقة ، علينا ان نكون الان اكثر حرصاً ، خصوصا وانا في مرحلة الذروة ، فترة وتعدي ، فقط علينا التحلي بالصبر هذه الفترة .,normal,Data_World,slang
بإذن الله بنستمتع بالعيد بالبيت، مافي أجمل من الصحة والعافية والقعده مع الأهل. والحمدالله مع وجود وسائل الاتصال نقدر نتواصل ونعيد الكل مو لازم نلتقي .,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
ممتاز عدد الفحوصات ... اول مره يطلع فوق ال٥ آلاف ... دليل على الكفاءه التمريضيه والطيبه,normal,Data_World,slang
ما شاء الله عدد الفحوصات ممتاز ٥٠٠٠ فحص وهذا يترك الفرصة لاستكشاف اكبر عدد ممكن من الحالات و عزلها . الحمدلله 🤲🏻,normal,Data_World,slang
ياجماعه الرقم مبشر بالخير شوفو عدد المفحوصين وعدد الاصابات الجديده والشفاء باذن الله في انحسار اللهم انا نسألك من ضعفنا وقلة حيلتنا ان ترفع عنا هذا البلاء والحمدلله رب العالمين,normal,Data_World,slang
بالعكس اليوم افضل والنسبه اقل مقارنه بعدد فحص ربنا يشفي كل مريض ويرفع البلاء,normal,Data_World,slang
فرنسا التي كانت من ضمن الاعلى في الاصابات اليومية . اليوم تسجل فقط 318 اصابة جديدة بفايروس كورونا .,normal,Data_World,slang
هنا في فرنسا كانو مطبقين حظر تجول كامل وقبل عشر ايام رفعوا الحظر وفتحت المطاعم وقبل يومين اشوف كباين المطاعم المتنقلة في الشوارع، يعني رجعة الحياة طبيعية تقريباً,normal,Data_World,slang
سعادة السيدة لولوة بنت راشد الخاطر، المتحدث الرسمي باسم اللجنة العليا لإدارة الازمات توجه كلمة خاصة لمن يخضع للحجر المنزلي، لاسيما في المنطقة الصناعية. #سلامتك_هي_سلامتي,normal,Data_World,slang
شهادة حق من افضل ما يحسب لقطر قياده وحكومة ولآخر مسؤول فيها انه من الجهود التى تحمد لقطر ولا يمكن غض النظر عنها هى القطاع الصحى حيث تتحمل قطر المسؤليه والرعايه على اكمل وجه للحالات المريضة فى وقت انها يمكن ان تعيد المرضى الى بلادهم لكنها تقوم بدورها تجاههم,normal,Data_World,slang
عزيزي الملتزم في منزلك، لايزعجك عدم التزام البعض، فلولا التزامك كانت الأعداد ستصل إلى أرقام مخيفة. شكراً لكل ملتزم قاوم اكتئاب المكوث في المنزل. #لأجل_قطر_كلنا_في_البيت وخاصة في العيد.,normal,Data_World,slang
يعطيكم العافية شبابنا في الدوريات الامنية ، قمة في التعامل والاخلاق يضاف الى جهودهم في مكافحة فايروس كورونا .,normal,Data_World,slang
يعطيهم العافيه الدوريات المروريه قمة في الأخلاق والأدب,normal,Data_World,slang
يعطيهم العافية والله في ميزان حسناتهم يا رب,normal,Data_World,slang
الله يعطيهم العافية وحفظهم الله من كل سوء,normal,Data_World,slang
اي والله ماشاءالله عليهم الله يحفظهم,normal,Data_World,slang
عساهم عالقوه مجهود جبار,normal,Data_World,slang
صراحة قمة الادب، يعني تستحي من نفسك وترجع البت حتى لو رايح تجيب غرض مهم. الله يحميهم ويعطيهن الف عافية,normal,Data_World,slang
حماكم الله وبارك في جهودكم يا من تواصلون اليل بالنهار لكي يرتاح المواطن,normal,Data_World,slang
قمة الادب والاخلاق بالتعامل مع الجميع ، جزاهم الله كل خير,normal,Data_World,slang
صدق والله انا لفيت كتير بس مثلهم م قابلت اذكر مره وانا ماش في الطريق وقفني الشرطي وقال اهلا اخوي هل هذا المشوار ضروري واذا ضروري وين الكمامة والجونتيات عندها كدت ان ابكي ودعوت الله ان يحفظ هذه البلاد واميرها,normal,Data_World,slang
الله يحفظهم ويبارك فيهم ويسعدهم ما نقدر نوفيهم حقهم رجال المهمات الصعبه,normal,Data_World,slang
منتهي الرقي في المعاملة و التوعية و النصح و الإرشاد فهكذا هي الأجهزة الأمنيه في الدول المتقدمة دور هام في حفظ الأمن بشقيه الجنائي و الأمن المجتمعي أيضا حفظ الله قطر و سائر بلاد المسلمين,normal,Data_World,slang
عقب قرار منع كافة أشكال التجمع بسلطة القانون للحد من انتشار فيروس كورونا (كوفيد-19)، نشدد على ضرورة تحمل المسؤولية والالتزام بكافة القرارات والإجراءات الاحترازية لضمان سلامة الجميع في دولة #قطر. #سلامتك_هي_سلامتي,normal,Data_World,slang
العميد عبدالله خليفة المفتاح : الأطفال محسوبين من ضمن الركاب ولا يكون الخروج من المنزل إلا للضرورة,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
عدم الالتزام الإجراءات الاحترازية سبب تفشي فيروس كورونا في المجتمع القطري.,normal,Data_World,slang
نتمنى من الاخوة في الصحة افادتنا عن صحة مايتم تداوله عن خطورة استخدام الكمام اثناء ممارسة الرياضة .,normal,Data_World,slang
سبق وقلت الكمام لا يفيد فقط هو للشخص المريض اما الشخص العادي لا وكيف بالرياضه يضر اكثر لانه يستنشق نفس الهواء المخرج ثاني اكسيد الكربون مما يؤدي لبطيء الدماغ والدوخه والاغماء,normal,Data_World,slang
انا مالبسه الا اذا رحت جمعية ولا اي مكان فيه تجمع لكن أمارس رياضتي بال كمام بصراحة ماساويتها,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
الحمدلله 90% من الإصابات بلا أي أعراض وهذة يتبع معها بروتوكول علاج من 3 إلى 4 أسابيع يعتمد أساسا على مناعة المصاب الطبيعية إعداد من يتلقون العلاج في المستشفيات 1800 وهذا من فضل الله على قطر عدد المتوفين منخفض رحمة الله عليهم هذا هو ما يهمنا,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
"ماشااااءالله عدد المتعافين من المرض عالي الحمدلله اللهم ارحم المتوفين وشافي المصابين يارب🙏🏻
",normal,Data_World,slang
"ماشاء الله 
عدد المتعافين اليوم 1193 

امر مفرح 
وان شاء الله القادم افضل ",normal,Data_World,slang
الحمد لله ربنا يرحم من توفي ويرفع الوباء والبلاء الحمد عدد التشافي كبير الحمد لله,normal,Data_World,slang
الله يرحمهم. رقم الشفاء مبشر. الحمدلله.,normal,Data_World,slang
الحمدلله أن أعداد المتشافين في ازدياد بإذن الله تزداد أكثر ضاقت فلما استحكمت حلقاتها فرجت وكنت أظنها لا تفرج,normal,Data_World,slang
ماشاء الله نسبة الوفيات الى الاصابات في قطر هي الاقل عالميا 26 وفاه مقابل فوق 40 الف اصابه يعني الوفاه اقل من0.001%,normal,Data_World,slang
كيف الزيارات العائلية ضاعفت الاصابات واغلب الاصابات في العمالة الوافدة .,normal,Data_World,slang
بكل بساطه لانها نسبه وتناسب مع نسبتهم في البلاد فعدد العمال يقارب مليون او اكثر وكثير منهم يعمل بمشاريع لم يتوقف عن العمل فيها ومستوى تعليمهم بسيط ولا يقدر اصلا يطبق التباعد الاجتماعي لسبب ظروف سكنهم المكتظ.. فكفى تقليل من مسؤوليه المواطن والمقيم والجميع في تطبيق الارشادات,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
"الحمدالله عدد حالات الشفاء 1439  👌🏻

#لأجل_قطر_كلنا_في_البيت",normal,Data_World,slang
✌الأرقام تبشر بخير وتبين ان الإنخفاض قرب,normal,Data_World,slang
اقتراب المسافة بين الإصابات الجديدة و حالات الشفاء مؤشر جيد,normal,Data_World,slang
ربنا يرحم موتانا وموتى المسلمين الوضع يبشر بالخير الحمد لله على كل حال,normal,Data_World,slang
ماشاء الله اعداد المتشافين بازدياد ، يعطيكم العافية على مجهودكم 🙏🏻,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
الحمدلله حالات التعافي في ازدياد ممتاز بفضل الله سبحانه ، يجب علينا بأن ننظر الى الناحية الإيجابية ونلاحظ عدد المتعافين ممتاز جدا جدا ، قواهم الله المرابطين ، والله يشفي كل مريض ويرحم كل ميت ، ويزول هذا الوباء عن البسيطة بأكملها إن شاء الله .,normal,Data_World,slang
بما ان اعداد المتعافين اكثر من اعداد المصابين نقول الحمد لله بدأ المنحنى بالانكسار وهذا يعني بداية انتهاء ذروة تفشي الفيروس,normal,Data_World,slang
الحمدلله الشفاء عالي نشكر حكومتنا الرشيده,normal,Data_World,slang
"الحمدلله
انقلب الرقم وزادت حالات الشفاء #COVID19",normal,Data_World,slang
"الحمد لله اول مره يكون عدد المتعافين اكبر من عدد المصابين 

الله يرفع عنا الوباء والبلاء ويكتب لنا الخير باذن الله 

قواكم الله 👍🏼",normal,Data_World,slang
"اللهم لك الحمد ..

لأول مرة عدد المتعافين أكثر من عدد المصابين

اللهم ارحم المتوفين واشفي جميع المرضى 

القادم افضل بأذن الله ",normal,Data_World,slang
خبر ايجابي في موضوع الشفاء ولو ان المقلق الوفيات صارت يومية ولو انها قليلة وعدد عدد المصابين كبير بعد .,normal,Data_World,slang
يالبيييه، انقلبت الايه وصارت حالات الشفاء اكبر من الاصابات، قربت تُفرج😍,normal,Data_World,slang
اول مره عدد حالات الشفاء اكثر من الاصابات اللهم لك الحمد خلك مؤمن بالله وإيجابي هذا يدل على قرب انتهاء الوباء الله يرحم المتوفين والله يشافي المصابين ويحفظ بلاد المسلمين وجميع العالم من هذا الوباء,normal,Data_World,slang
الحمد لله لاول مره نسبه الشفا تفوق نسبه الاصابه,normal,Data_World,slang
الحمدلله زادت حالات التعافي,normal,Data_World,slang
الحمدلله الشفا ممتاز الله يقويكم وربي يرحم الأموات ويشفي الباقين,normal,Data_World,slang
الحمدلله لو بدا الرقم كبير ولكن النسبه في انخفاض .. قرابة ال٦ الاف فحص .. الله يعطيكم العافيه و يشفي كل مريض و يرحم كل من وافته المنيّة,normal,Data_World,slang
الحمدلله رب العالمين عدد حالات الشفاء مطمئنة جزاكم الله خيرا,normal,Data_World,slang
ركزوا على الامور الايجابية قل عدد المصابين ١٥٢ شخص عن امس ولاول مره المتعافين اكثر من المصابين الحمدلله,normal,Data_World,slang
الحمد لله عدد المتعافين اكثر🦾,normal,Data_World,slang
القادم اجمل باذن الله,normal,Data_World,slang
لا تنسوا ان عدد الفحوصات قريب الستة الاف، وكل يوم يفحصوا ثلاثة الاف وطلعوا ١٥٠٠ مصاب، يعني الامور تمام مقارنة بعدد الفحوصات وحالات الشفاء.. تفائلوا بالخير..,normal,Data_World,slang
"
الحمدلله حالات الشفاء اكثر من الحالات الجديده 

كفيتو ووفيتو ورايكتم بيضاء والله يقويكم 
",normal,Data_World,slang
ماشاء الله تبارك الله ، باذن لله الاعداد تزيد,normal,Data_World,slang
الحمد لله عدد المتعافين اعلى من عدد المرضى اليوم هذا من فضل الله,normal,Data_World,slang
الحمدالله الحمدالله أحمدك وأشكرك يارب وأن شاءالله الناس بعد تزيد في التزام بالي تبيه الدوله علشان يزيد أكثر وأكثر حالات الشفاء وأن شاءالله خلال اسبوع واحد ينزل عداد الأصابات وتزيد حالات الشفاء يارب,normal,Data_World,slang
انظروا للجانب المشرف دائما ، عدد المتعافين تجاوز عدد المصابين وهذا يعطيك ان نسبة مكافحة المرض قوية ولله الحمد اما طبيا او مناعيا ، الانتشار راح ينحسر وقريبا ان شاء الله. استبشروا بالخير,normal,Data_World,slang
الحمد لله والشكر لله حالات الشفاء في قطر اليوم أكثر من حالات الأصابة ب أكثر من 140 أصابة ، حالات الإصابة إن شاء الله ستبدأ بالنزول ، وتفائلوا بالخير تجدوه ،,normal,Data_World,slang
مؤسسة حمد الطبية توضح إن البروتوكول الجديد يتضمن اتباع المرضى تعليمات الفريق الطبي المختص، بما في ذلك تحميل وتفعيل تطبيق #احتراز والبقاء في الحجر الصحي المنزلي دون مغادرة المنزل لأي سبب لمدة أسبوع إضافي، مشيرة إلى أن كل من يخالف تلك الاشتراطات يعرض نفسه للعقوبات,normal,Data_World,slang
هذا أفضل حل لأنه غير ذلك ستنهار المنظومة الصحية ونكون حقيقي في كارثة لا مفر منها,normal,Data_World,slang
نعم بالفعل تم تطبيق هذا الاجراء. و تم الإفراج عن حالات نتيجة الفحص كانت ايجابيه عندهم. وهذا هو الاجراء السليم للاسباب ١- لا يتم استهلاك الطاقم الطبي ٢- توفر اماكن للمرضى الجدد ٣- والاهم : تكون العنايه افضل للحالات الحرجه و كبار السن و الذين عندهم أمراض مزمنه.,normal,Data_World,slang
هذا الحل ، استنزفت ميزانية الدولة في الصرف على الحجر الصحي والمعزولين ماعندهم اعراض للمرض ، فالعزل المنزلي افضل,normal,Data_World,slang
والله ان الحجر المنزلي أفضل بكثير. من ناحية نفسية المريض وعدم تشتت الأسرة. علما بان المرض بعد ١٠ آيام غير معدي فلماذا الحجر الصحي ١٤ يوم. ومن ثم حجر منزل أسبوع. المفترض ان يتم التعامل مع الوباء بنفس مايتم التعامل معه عالميا حجر عشر أيام أو ١١ يوم فقط. ولا يحتاج تمديد حجر منزلي,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
اللهم لك الحمد ولك الشكر عدد حالات الشفاء في ارتفاع لليوم الثاني على التوالي ، وماشاء الله اكثر من 5000 عدد كبير والفال للباقي ان شاء الله ، والله يرحم المتوفين إن شاءلله,normal,Data_World,slang
واخيييييراً بدينا نحسس بالحياة والإيجابية والمعنويات تتتتوووبببببببببب اليوم,normal,Data_World,slang
ما شاء الله حالات الشفاء اصبحت اكتر بكتير الحمد لله,normal,Data_World,slang
لا اله الا الله ٥٠٠٠ ماشاء الله تبارك مثل صدمتنا بداية الازمه ب ٢٠٠ مصاب الان صدمة اخرى الحمدلله على كل حال,normal,Data_World,slang
الحمدلله رب العالمين بعد توفيق الله ومرور الايام ومعرفة طريقة التعامل مع الفايروس سنتغير للأفضل بحول الله وقوته نسأل الله الشفاء العاجل لجميع المرضى والرحمه للمتوفين,normal,Data_World,slang
المتشافين في زياده اللهم لك الحمد، وعسى ربي ان يرحم المتوفيين ويجعل مثواهم الجنه,normal,Data_World,slang
الحمدلله، بإذن الله زوال الفيروس قريب .,normal,Data_World,slang
الحمدلله حالات الشفاء اكثر من 5000 شي ايجابي,normal,Data_World,slang
الحمد لله ان عدد المتعافين في تزايد,normal,Data_World,slang
اللهم لك الحمد عدد الشفاء اليوم 5205 هذا مؤشر جيد وان شاء الله خلال شهر بالكثير ينتهي هذا الوباء اللهم احفظ قطر وجميع بلاد المسلمين من الامراض واجعلهم يعيشون في امن وسلام,normal,Data_World,slang
الحمدلله أخبار و إحصائيات مبشرة بالخير .. طهور بإذن الله والله يزيل هذه الغمة عنا جميعا و عن سائر بلاد العالم أجمعين يا الله يا كريم.,normal,Data_World,slang
الحمدلله يارب على زيادة اعداد التعافي ، وان شاءالله تنفرج هالازمه,normal,Data_World,slang
اللهم لك الحمد على كل حال .. اقل الوفيات في العالم .. ومن اعلى معدلات الشفاء ايضا والحرص الكامل على الظهور بالشفافيه مع الكل وما نقول الا الله يعطيكم العافيه وزارة الصحه والداخليه .. قريبا نرى الحالان صفر باذن الله .. قل لن يصيبنا الا ما كتب الله لنا ..,normal,Data_World,slang
الله اكبر رقم خيالي للمتعافين نشكر جهودكم واصراركم وزارة الصحة ,normal,Data_World,slang
عدد المتعافين يطمن اللهم لك الحمد بارك الله جهودكم,normal,Data_World,slang
ما شاء الله رقم ان دل على شيء دل على توفيق الله وتسديده اولا ثم القيادة المباركة لادارة الازمات ونجاح الكوادر الطبية الله يجزاهم عنا خير الجزاء والله يشافي كل مريض,normal,Data_World,slang
الحمدالله لمور الي الأحسن ان شاءالله,normal,Data_World,slang
اللهم لك الحمد عدد حالات شفاء في ارتفاع لليوم الثاني على التوالي ، وماشاء الله اكثر من 5000 عدد كبير والفال للباقي ان شاء الله ، ورحم الله المتوفين وغفرلهم,normal,Data_World,slang
الحمدلله عدد الشفاء❤❤❤,normal,Data_World,slang
اخبار جميله ورائعه الحمدلله دائما وابدا,normal,Data_World,slang
اللهم لك الحمد عدد حالات الشفاء وصلت ٥٠٠٠,normal,Data_World,slang
الحمد لله رب العالمين عدد المتعافين يبشر بالخير وبزوال المرض ان شاء لله.,normal,Data_World,slang
الحمدالله دائماً وابدا .. والله يشفى جميع المرضى,normal,Data_World,slang
ماشاء الله المتعافين عددهم بيزيد .ربنا يحفظ قطر,normal,Data_World,slang
لحمدلله حالات الشفاء اكثر من الحالات الجديده كفيتو ووفيتو ورايكتم بيضاء والله يقويكم,normal,Data_World,slang
المتعافين اكثر من الإصابات وهذه ظاهرة إيجابية ان شاء الله,normal,Data_World,slang
الافضل قادم بأذن الله❤,normal,Data_World,slang
الحمدالله بأذن الله الأوضاع من أحسن الى أحسن,normal,Data_World,slang
ترى العماله صح يتعمدون نقل المرض عشان احد يوفر كل شي,normal,Data_World,slang
الوزارة تصدر تعميماً بشأن تحديد أوقات عمل الأنشطة التجارية والخدمية لتكون اعتباراً من يوم الأحد الموافق 31 مايو 2020 من الساعة 7 صباحاً إلى الساعة 1مساءً، ويُستثنى من قرار تحديد أوقات العمل الأنشطة التالية,normal,Data_World,slang
قرار حكيم برافو مب ناقصين عدد اصابات في المرض تزيد اكثر ماصدقنا نشوف حالات شفتاء..,normal,Data_World,slang
تقدرون تجيكون على احتراز وتفحصون الحرارة عند الباب وان شاء الله ماعلينا شر,normal,Data_World,slang
طيب ليش افتحوا المساجد واعملوا إجراءات احترازية وتباعد بين المصلين. صدقوني المصلين راح يتلزمون إذا كانت الإجراءات قوية.,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
الوفيات القليلة واضحة على قوة النظام الصحي,normal,Data_World,slang
الحمدلله تفائلوا بالخير تجدوه يجب علينا بأن ننظر من الناحية الإيجابية ونلاحظ عدد المتعافين ممتاز جدا ولاتوجد حالة وفاه ، والله يشفي كل مريض بإذنه ، تحيه للصفوف الأمامية وكل من يعمل لأجل قطر ، وقطر تتمنى بزوال هذه الغمة عنا وعن الأرض بأكملها.,normal,Data_World,slang
الحمدلله حالات الشفاء ضعف حالات الاصابات وعدد الحالات النشطة ٣٠٠٠٠ يا رب فرج قريب,normal,Data_World,slang
الحمدلله رب العالمين مع وصولنا إلى نسبة شفاء 46 % وثبات عدد الحالات في العناية المركزة إلا أن بعض الناس يعتقد أن الوباء سيزول بين يوم وليله. في خلال أيام إن شاء الله ستزيد حالات الشفاء عن الحالات النشطة وتتحسن الأمور بالتوكل على الله وعدم التشائم,normal,Data_World,slang
لا ان شاءالله فالك ماقبلناه تفأل ب الخير ان شاءالله الامور للاحسن ان شاءالله والله يرفع هالوباء عنا وعن جميع المسلمين اجمعين يارب,normal,Data_World,slang
ما شاء الله 5 الف حالة شفاء لليوم الثاني ع التوالي ، بمعنى 10 الف حالة شفاء ف يومين وعلى هذا المعدل باذن الله راح نقهر هذا الوباء وترجع الحياة كما كانت وافضل ، 🙏🏻,normal,Data_World,slang
الحمدلله .. مافي وفيات اليوم,normal,Data_World,slang
اللهم لك الحمد اهم شي بكل الكلام الي قاعد ينقال بتعليقات ان اليوم مافي وفيات,normal,Data_World,slang
الحمد لله ...لا توجد حالات وفاة ..هذا هو الاهم ..الإصابة والشفاء امر طبيعي ان شاء الله طالما لا توجد حالات وفاة ....الله يحفظنا جميعنا بحفظه,normal,Data_World,slang
لا تنظرو للاصابات وانما راقبوا عدد الحالات النشطة وهو في تناقص و الحمد لله,normal,Data_World,slang
الحمدلله ان اعداد المتعافين صارت اكثر من ضعف الحالات الجديده ان شاء الله عاجل الشفاء للمصابين,normal,Data_World,slang
تفائلو بالخير تجدوه اخلصو في الدعاء باذن الله راح يستجاب وربنا يرفع الوباء من البلاد والعباد,normal,Data_World,slang
الحمدلله عدد حالات التعافي كبير والحمدلله من غير وفيات الله يشفيهم جميعا عاجل غير اجل ،الله يرفع عنا البلاوالوباء,normal,Data_World,slang
ماشين كويس ماشاءالله ربنا ازيد من حالاة الشفاء وربنا يرحم موتانا وموتا المسلمين اللهم انصرنا علي اعداء الدين يارب العالمين,normal,Data_World,slang
احب اقدم شكري لوزير الصحه لله يعطيك العافيه على جهودك خلف الكواليس من بداية هالازمه الله يقويكم ويقوي الكادر الطبي ويحفظ قطر,normal,Data_World,slang
الحمدلله لاتوجد حالات وفاة وانخفاض الحالات النشطة الى 29387,normal,Data_World,slang
"نتمنى معرفة جنسيات المصابين وأماكن تواجدهم.هذا يؤدي الى نتائج أفضل في عدم نقل العدوى..
",normal,Data_World,slang
الحمد لله ما في وفيات .. الله يشافي الجميع وما حد يشوف كروه,normal,Data_World,slang
الحمدلله حالات الشفاء زادت ونزلنا من ٣٥ الف لين ٢٩ الف ,normal,Data_World,slang
الحمد لله صفر وفيات ونسبة شفاء عالية,normal,Data_World,slang
الحمدالله مافي وفيات اليوم,normal,Data_World,slang
